07/07/2025,"-61.00",FARMER JACKS SUBIACO      SUBIACO
04/07/2025,"-11.15",U & I Cafe                Northbridge
04/07/2025,"-74.99",IINET LTD N               SYDNEY
03/07/2025,"-92.40",Bulk Nutrients            61362664725
03/07/2025,"-67.94",FARMER JACKS SUBIACO      SUBIACO
02/07/2025,"-17.85",MCDONALDS ASCOT WATER     BELMONT
01/07/2025,"-149.00",SQ *MUMMUCC'              Wembley
01/07/2025,"-77.14",Daily's 1988              Northbridge
30/06/2025,"-66.48",FARMER JACKS SUBIACO      SUBIACO
30/06/2025,"-13.99",SPOTIFY                   SYDNEY
30/06/2025,"-17.85",MCDONALDS JOLIMONT        JOLIMONT
27/06/2025,"-6.60",SQ *GIANT COFFEE          Northbridge
27/06/2025,"-40.00",MARCO'S ORGANIC PIZZA     JOONDANNA
25/06/2025,"-27.19",MCDONALDS JOLIMONT        JOLIMONT
23/06/2025,"-1.49",APPLE.COM/BILL            SYDNEY
23/06/2025,"-54.86",HBF HEALTH LIMITED        PERTH
23/06/2025,"-69.38",AMPOL SUBIACO             SUBIACO
20/06/2025,"-81.16",FARMER JACKS SUBIACO      SUBIACO
16/06/2025,"-13.00",TARGET 5429               SUBIACO
16/06/2025,"-51.98",COLES 0270                SUBIACO
16/06/2025,"-47.47",WOOLWORTHS/CAROUSEL S/C 1 CANNINGTON
16/06/2025,"-148.97",Jagex Payment             CAMBRIDGE
16/06/2025,"-84.39",AMAZON MARKETPLACE AU     SYDNEY SOUTH
12/06/2025,"-7.73",SMP*Presotea James St6b   Northbridge
11/06/2025,"2500.00",PAYMENT - THANKYOU
11/06/2025,"-11.15",U & I Cafe                Northbridge
11/06/2025,"-14.55",MCDONALDS JOLIMONT        JOLIMONT
10/06/2025,"-74.57",FARMER JACKS SUBIACO      SUBIACO
09/06/2025,"-54.86",HBF HEALTH LIMITED        PERTH
09/06/2025,"-6.49",AMAZON MARKETPLACE AU     SYDNEY SOUTH
09/06/2025,"-98.00",SPECSAVERS                SYDNEY
06/06/2025,"-287.00",THE RUNNING CENTRE        WEST PERTH
06/06/2025,"-90.00",CITY OF VINCENT           LEEDERVILLE
05/06/2025,"-58.89",SQ *POPO LEE              1800595310
04/06/2025,"-66.88",Reddy Express 6913        Perth West
04/06/2025,"-74.99",IINET LTD N               SYDNEY
04/06/2025,"-71.90",QINWEIWEI LANZHOU NOODLE  PERTH
30/05/2025,"-68.32",FARMER JACKS SUBIACO      SUBIACO
30/05/2025,"-13.99",SPOTIFY                   SYDNEY
29/05/2025,"-50.40",DUONG HOLDINGS PTY LTD    NORTHBRIDGE
28/05/2025,"-285.00",SP NEEDESSENTIALS         TORQUAY
28/05/2025,"-5.70",SQ *GIANT COFFEE          Northbridge
28/05/2025,"-14.33",STEAM PURCHASE            SEATTLE
28/05/2025,"-61.72",FARMER JACKS SUBIACO      SUBIACO
28/05/2025,"-6.04",THE SUNMOS TRUST          NORTHBRIDGE
28/05/2025,"-5.50",THE NIGHT SAVIOR PTY      PERTH
27/05/2025,"-20.89",SQ *SIPRA KEBAB AND GRILL West Perth
27/05/2025,"-262.79",GIBNEY COTTESLOE          COTTESLOE
26/05/2025,"-19.08",SHANGHAI STREET NORTHBRID NORTHBRIDGE
26/05/2025,"-10.25",PERTH AIRPORT PTY LTD     PERTH AIRPORT
26/05/2025,"-54.86",HBF HEALTH LIMITED        PERTH
26/05/2025,"-62.00",SQ *GANGNAM AT YAGAN SQUA Perth
26/05/2025,"-15.34",BOBABOBA NORTHBRIDGE      Northbridge
26/05/2025,"-5.05",CPP ROE STREET            NORTHBRIDGE
23/05/2025,"-22.55",MCDONALDS DT 1488         KARAWARA
23/05/2025,"-1.49",APPLE.COM/BILL            SYDNEY
22/05/2025,"-34.00",Let's Eat                 West Perth
22/05/2025,"-25.28",North Bird Wine           Northbridge
21/05/2025,"-44.66",HAKATA GENSUKE (WA) PT    EAST VICTORIA
20/05/2025,"-49.02",FARMER JACKS SUBIACO      SUBIACO
19/05/2025,"-64.10",OTR COMO                  COMO
